num_epochs,dropout,batch_size,final_train_loss,final_train_spearman,final_train_auc,val_loss,val_spearman,val_auc
10,0.05,16,0.16672919975703912,0.37893941230899963,0.6822736089060737,0.12377080922895992,0.2632135112902087,0.6149135767017038
10,0.01,32,0.15420093948771815,0.4291836256825887,0.7056585377524958,0.12731372675451333,0.2616519619287551,0.6191735710151035
10,0.3,16,0.17443816677303825,0.3326417747245022,0.6595747155855977,0.1240758849286919,0.2575949580454368,0.6135550795954131
10,0.05,32,0.15789048944064277,0.41611511799989576,0.7004785941112044,0.12952735047218597,0.25717307442642273,0.6213906513196424
10,0.0,16,0.16566244310278114,0.3872403505482663,0.6872689669154672,0.13487907365109916,0.24746445583006005,0.6127150458156477
10,0.0,32,0.14810727928617673,0.4596601542169147,0.7242489388274101,0.13651452908671635,0.23161417233562687,0.6029145809190769
10,0.01,16,0.16325467564501878,0.3925279547040874,0.6878783757534774,0.1450411371128807,0.22683351799036078,0.5932048099350119
10,0.3,32,0.16775033793193783,0.3738803029013592,0.6793371130375871,0.13789402948368987,0.2227422800321676,0.6050828097016574
10,0.1,16,0.17736616885754744,0.32404693615895475,0.6563298870212839,0.1356799288040346,0.21444971731181436,0.599578659163073
10,0.2,32,0.1620755595470478,0.394438666682218,0.6895359945523902,0.13956026855471382,0.200200496711221,0.5826296590192086
10,0.1,32,0.16716643770734868,0.3690580343468563,0.6765548858328462,0.13533817189829256,0.19004966396581127,0.5744920574505226
10,0.2,16,0.1730145315304324,0.3405964278389545,0.6632544257893823,0.13242732608053195,0.18854351596617938,0.5760365443367917
