num_epochs,dropout,batch_size,initial_lr,final_train_loss,final_train_spearman,val_loss,val_spearman
10,0.1,16,0.0001,0.164287731193432,0.3979958247732915,0.20694702819784036,0.2784863764244534
10,0.3,16,0.001,0.17443816677303825,0.3326417747245022,0.1240758849286919,0.2575949580454368
10,0.2,16,0.0001,0.17037135170569032,0.3726346361372694,0.17619209657297344,0.24592925153999776
10,0.1,16,0.001,0.17736616885754744,0.32404693615895475,0.1356799288040346,0.21444971731181436
10,0.2,16,0.001,0.1730145315304324,0.3405964278389545,0.13242732608053195,0.18854351596617938
10,0.3,16,0.0001,0.17620741886085828,0.3449695899924149,0.2224612003961416,0.18699358543075761
